budget,id,original_language,original_title,popularity,release_date,revenue,runtime,tagline,title,vote_average,vote_count
125000000,435,en,The Day After Tomorrow,41.380094,5/26/04,544272402,124,Where will you be?,The Day After Tomorrow,6.2,2392
125000000,955,en,Mission: Impossible II,54.931334,5/24/00,546388105,123,Expect the impossible again.,Mission: Impossible II,5.9,1928
120000000,2133,en,The Perfect Storm,25.752118,3/15/00,325756637,130,The storm is coming.,The Perfect Storm,6.2,597
130000000,1979,en,4: Rise of the Silver Surfer,60.810723,6/13/07,289047763,92,Discover the secret of the Surfer.,Fantastic 4: Rise of the Silver Surfer,5.4,2589
120000000,87827,en,Life of Pi,51.328145,11/20/12,609016565,127,Believe The Unbelievable,Life of Pi,7.2,5797
110000000,1250,en,Ghost Rider,46.834704,2/16/07,228738393,114,Hell Is About To Be Unleashed,Ghost Rider,5.2,1712
120000000,324668,en,Jason Bourne,62.641286,7/27/16,415484914,123,You know his name,Jason Bourne,5.9,2341
120000000,9471,en,Charlie's Angels: Full Throttle,33.616115,6/27/03,259175788,106,This summer the Angels are back.,Charlie's Angels: Full Throttle,5.2,914
130000000,70981,en,Prometheus,68.889395,5/30/12,403170142,124,The Search for Our Beginning Could Lead to Our End.,Prometheus,6.3,5080
120000000,10996,en,Stuart Little 2,27.990284,7/19/02,169956806,78,A Little Goes A Long Way,Stuart Little 2,5.4,613
115000000,68724,en,Elysium,67.33767,8/7/13,286140700,109,He can save us all.,Elysium,6.4,3439
105000000,2789,en,The Chronicles of Riddick,27.835436,6/11/04,115772733,119,All the power in the universe can't change destiny,The Chronicles of Riddick,6.3,1570
120000000,97020,en,RoboCop,66.757869,1/30/14,242688965,102,We've got the future under control.,RoboCop,5.7,2342
120000000,7459,en,Speed Racer,17.060695,5/9/08,93945766,135,Go!,Speed Racer,5.7,354
120000000,42888,en,How Do You Know,11.137655,12/17/10,48668907,121,How do you know it's love?,How Do You Know,4.9,223
117000000,37834,en,Knight and Day,44.906918,6/15/10,261930431,109,Every Hit Man Deserves a Second Shot!,Knight and Day,5.9,1547
120000000,75612,en,Oblivion,67.698004,4/10/13,286168572,124,Earth is a memory worth fighting for,Oblivion,6.4,4800
113000000,1895,en,Star Wars: Episode III - Revenge of the Sith,44.108427,5/17/05,850000000,140,The saga is complete.,Star Wars: Episode III - Revenge of the Sith,7.1,4116
120000000,1894,en,Star Wars: Episode II - Attack of the Clones,43.987061,5/15/02,649398328,142,A Jedi Shall Not Know Anger. Nor Hatred. Nor Love.,Star Wars: Episode II - Attack of the Clones,6.4,3992
115000000,585,en,"Monsters, Inc.",106.815545,11/1/01,562816256,92,We Scare Because We Care.,"Monsters, Inc.",7.5,5996
120000000,76170,en,The Wolverine,15.953444,7/23/13,415440673,126,"When he's most vulnerable, he's most dangerous.",The Wolverine,6.3,4053
115000000,1893,en,Star Wars: Episode I - The Phantom Menace,54.035265,5/19/99,924317558,136,Every generation has a legend. Every journey has a first step. Every saga has a beginning.,Star Wars: Episode I - The Phantom Menace,6.3,4432
135000000,49519,en,The Croods,64.183321,3/20/13,585178928,98,Meet the first modern family.,The Croods,6.8,2399
97250400,2395,fr,Astérix aux Jeux Olympiques,20.344364,1/13/08,132900000,116,,Asterix at the Olympic Games,5,471
115000000,12100,en,Windtalkers,18.714197,6/14/02,77628265,134,Honor Was Their Code.,Windtalkers,5.8,341
115000000,290595,en,The Huntsman: Winter's War,60.467984,4/6/16,164602163,114,The story before Snow White,The Huntsman: Winter's War,6,1523
125000000,98566,en,Teenage Mutant Ninja Turtles,143.350376,8/7/14,477200000,101,Mysterious. Dangerous. Reptilious. You've never seen heroes like this.,Teenage Mutant Ninja Turtles,5.8,2636
105000000,49047,en,Gravity,110.153618,9/27/13,716392705,91,Don't Let Go,Gravity,7.3,5751
116000000,9619,en,Dante's Peak,16.90444,2/7/97,178127760,108,The pressure is building...,Dante's Peak,5.7,428
135000000,308531,en,Teenage Mutant Ninja Turtles: Out of the Shadows,39.873791,6/1/16,245623848,112,Raise some shell.,Teenage Mutant Ninja Turtles: Out of the Shadows,5.8,963
120000000,166424,en,Fantastic Four,38.126095,8/5/15,167977596,100,Change is coming.,Fantastic Four,4.4,2278
110000000,1593,en,Night at the Museum,48.780039,10/20/06,574480841,108,Where History Comes To Life,Night at the Museum,6.3,2862
110000000,254128,en,San Andreas,100.412364,5/27/15,470490832,114,"A rescue pilot survived an earthquake, this is what happens next",San Andreas,6,2968
110000000,714,en,Tomorrow Never Dies,42.887121,12/11/97,333011068,119,Yesterday is a memory. Today is history. Tomorrow is in the hands of one man.,Tomorrow Never Dies,6,925
110000000,2024,en,The Patriot,23.657284,6/28/00,215294342,165,Some things are worth fighting for.,The Patriot,6.8,1099
110000000,163,en,Ocean's Twelve,76.840712,12/9/04,362744280,125,Twelve is the new eleven.,Ocean's Twelve,6.4,2124
110000000,787,en,Mr. & Mrs. Smith,44.635452,6/7/05,478207520,120,Smart and sexy.,Mr. & Mrs. Smith,6.5,2965
110000000,262500,en,Insurgent,103.718387,3/18/15,295238201,119,One Choice Can Destroy You,Insurgent,6.2,3829
116000000,2567,en,The Aviator,45.616098,12/17/04,102000000,170,"For some men, the sky was the limit. For him, it was just the beginning.",The Aviator,7,1489
112000000,38745,en,Gulliver's Travels,22.845143,12/25/10,237382724,85,Something big is going down.,Gulliver's Travels,4.9,621
120000000,40805,en,The Green Hornet,31.703608,1/12/11,227817248,119,Breaking the Law to Protect It.,The Green Hornet,5.5,1251
110000000,53182,en,300: Rise of an Empire,71.510596,3/5/14,337580051,102,Seize your glory!,300: Rise of an Empire,6.1,2397
110000000,41513,en,The Smurfs,36.65422,7/29/11,563749323,103,Smurf Happens.,The Smurfs,5.5,1179
110000000,13700,en,Home on the Range,19.625972,4/2/04,103951461,76,Bust a Moo,Home on the Range,5.7,389
110000000,262504,en,Allegiant,86.105615,3/9/16,179246868,121,Break the boundaries of your world,Allegiant,5.9,1998
110000000,39254,en,Real Steel,37.195046,9/28/11,299268508,127,"If you get one shot, make it real.",Real Steel,6.6,2692
105000000,77931,en,The Smurfs 2,32.473628,7/30/13,347434178,105,Get ready to get naughty!,The Smurfs 2,5.5,695
160000000,1639,en,Speed 2: Cruise Control,23.336875,6/13/97,164508066,121,"As the stakes get higher, the ride gets even faster.",Speed 2: Cruise Control,4.1,434
110000000,80274,en,Ender's Game,45.94834,10/23/13,125537191,114,This is not a game.,Ender's Game,6.6,2303
110000000,1571,en,Live Free or Die Hard,48.93337,6/20/07,383531464,128,The old school cop is back!,Live Free or Die Hard,6.4,2089
93000000,120,en,The Lord of the Rings: The Fellowship of the Ring,138.049577,12/18/01,871368364,178,One ring to rule them all,The Lord of the Rings: The Fellowship of the Ring,8,8705
110000000,10204,en,Around the World in 80 Days,22.643776,6/16/04,72178895,120,Let your imagination soar.,Around the World in 80 Days,5.7,672
107000000,8489,en,Ali,18.866672,12/11/01,87713825,157,Float like a butterfly and sting like a bee.,Ali,6.7,447
0,10588,en,The Cat in the Hat,18.251129,11/21/03,0,82,Don't mess with the hat.,The Cat in the Hat,4.9,366
120000000,2048,en,"I, Robot",95.914473,7/15/04,347234916,115,Laws are made to be broken.,"I, Robot",6.7,3793
130000000,1495,en,Kingdom of Heaven,44.490453,5/3/05,211643158,144,"Be without fear in the face of your enemies. Safeguard the helpless, and do no wrong",Kingdom of Heaven,6.6,1157
133000000,10137,en,Stuart Little,30.475297,12/17/99,300135367,84,The Little Family Just Got Bigger,Stuart Little,5.8,959
105000000,10198,en,The Princess and the Frog,62.479574,12/8/09,267045765,97,Every Love Story Begins With a Kiss...,The Princess and the Frog,6.7,1247
108000000,286217,en,The Martian,167.93287,9/30/15,630161890,141,Bring Him Home,The Martian,7.6,7268
126000000,1635,en,The Island,37.68056,7/20/05,162949164,136,Your time will come...,The Island,6.5,1770
90000000,24113,en,Town & Country,1.004579,4/27/01,10372291,104,There's no such thing as a small affair.,Town & Country,3.7,16
90000000,9679,en,Gone in Sixty Seconds,52.995628,6/9/00,237202299,118,"Ice Cold, Hot Wired.",Gone in Sixty Seconds,6.1,1485
103000000,98,en,Gladiator,95.301296,5/1/00,457640427,155,A Hero Will Rise.,Gladiator,7.9,5439
102000000,180,en,Minority Report,65.948959,6/20/02,358372926,145,The system is perfect until it comes after you.,Minority Report,7.1,2608
100000000,672,en,Harry Potter and the Chamber of Secrets,132.397737,11/13/02,876688482,161,Hogwarts is back in session.,Harry Potter and the Chamber of Secrets,7.4,5815
150000000,36557,en,Casino Royale,88.935165,11/14/06,599045960,144,Everyone has a past. Every legend has a beginning.,Casino Royale,7.3,3855
100000000,869,en,Planet of the Apes,51.188633,7/25/01,362211740,119,You'll be sorry you were ever born human,Planet of the Apes,5.6,1243
100000000,280,en,Terminator 2: Judgment Day,101.74155,7/1/91,520000000,137,It's nothing personal.,Terminator 2: Judgment Day,7.7,4185
80000000,11322,en,Public Enemies,33.691694,7/1/09,214104620,140,America's Most Wanted.,Public Enemies,6.5,1344
100000000,4982,en,American Gangster,42.361215,11/2/07,266465037,157,There are two sides to the American dream,American Gangster,7.4,1502
115000000,36955,en,True Lies,38.729418,7/14/94,378882411,141,"When he said I do, he never said what he did.",True Lies,6.8,1116
100000000,18487,en,The Taking of Pelham 1 2 3,40.597856,6/11/09,150166126,106,I can't get it out of my head. I'm gonna die today.,The Taking of Pelham 1 2 3,6.2,954
100000000,39451,en,Little Fockers,32.389353,12/21/10,310650585,98,"Kids bring everyone closer, right?",Little Fockers,5.4,1060
100000000,27581,en,The Other Guys,24.399642,8/6/10,170432927,107,When the cops are busy... Our only hope is...,The Other Guys,6.1,1383
100000000,9268,en,Eraser,24.507987,6/21/96,242295562,115,He will erase your past to protect your future.,Eraser,5.6,543
100000000,68718,en,Django Unchained,82.121691,12/25/12,425368238,165,"Life, liberty and the pursuit of vengeance.",Django Unchained,7.8,10099
100000000,10545,en,The Hunchback of Notre Dame,46.727941,6/21/96,100138851,91,,The Hunchback of Notre Dame,6.8,1129
100000000,11688,en,The Emperor's New Groove,51.113717,12/9/00,169327687,78,It's All About.....ME!,The Emperor's New Groove,7.2,1490
100000000,76163,en,The Expendables 2,53.732892,8/8/12,312573423,103,Back for War.,The Expendables 2,6.1,2896
100000000,2059,en,National Treasure,58.849256,11/19/04,347451894,131,The greatest adventure history has ever revealed.,National Treasure,6.4,1926
100000000,2486,en,Eragon,30.863434,12/14/06,249288105,104,"As darkness falls, the last dragon will choose its rider.",Eragon,4.9,967
100000000,16523,en,Where the Wild Things Are,31.586215,10/16/09,100086793,101,There's one in all of us.,Where the Wild Things Are,6.4,572
100000000,116711,en,Epic,36.711378,5/15/13,268426634,102,Discover a world beyond your imagination,Epic,6.4,1121
100000000,37710,en,The Tourist,41.426678,12/8/10,278731369,103,It all started when he met a woman,The Tourist,6,1699
100000000,9946,en,End of Days,20.652943,11/24/99,211989043,121,Prepare for the end.,End of Days,5.5,482
100000000,1372,en,Blood Diamond,52.792678,12/7/06,170877916,143,It will cost you everything.,Blood Diamond,7.3,2281
100000000,106646,en,The Wolf of Wall Street,95.007934,12/25/13,392000694,180,EARN. SPEND. PARTY.,The Wolf of Wall Street,7.9,6571
100000000,414,en,Batman Forever,48.205606,5/31/95,336529144,121,"Courage now, truth always...",Batman Forever,5.2,1498
105000000,563,en,Starship Troopers,58.782359,11/6/97,121214377,129,The only good bug is a dead bug.,Starship Troopers,6.7,1560
102000000,83542,en,Cloud Atlas,73.872343,10/26/12,130482868,172,Everything is Connected,Cloud Atlas,6.6,2977
80000000,41216,en,Legend of the Guardians: The Owls of Ga'Hoole,37.321848,7/10/10,140073390,97,On his way to finding a legend...he will become one.,Legend of the Guardians: The Owls of Ga'Hoole,6.5,703
100000000,314,en,Catwoman,32.271938,7/22/04,82102379,104,CATch her in IMAX,Catwoman,4.2,808
100000000,184315,en,Hercules,76.842247,7/23/14,243400000,99,"Before he was a legend, he was a man.",Hercules,5.6,1680
140000000,9016,en,Treasure Planet,38.924136,11/26/02,109578115,95,Find your place in the universe.,Treasure Planet,7.2,948
100000000,18162,en,Land of the Lost,19.38841,6/5/09,68688831,102,Right place. Wrong time.,Land of the Lost,5.3,381
90000000,138103,en,The Expendables 3,61.025639,8/4/14,206172544,127,New team. New attitude. New mission.,The Expendables 3,6.1,1795
105000000,257088,en,Point Break,33.507289,12/3/15,133718711,114,The only law that matters is gravity,Point Break,5.5,783
84000000,10214,en,Son of the Mask,17.815595,2/18/05,0,94,Who's next?,Son of the Mask,3.6,338
100000000,205775,en,In the Heart of the Sea,50.767332,11/20/15,93820758,122,Based on the incredible true story that inspired Moby Dick,In the Heart of the Sea,6.5,1276
100000000,11692,en,The Adventures of Pluto Nash,12.092241,8/15/02,7103973,95,Action's future has arrived...,The Adventures of Pluto Nash,4.4,142
100000000,22972,en,Green Zone,30.254021,3/11/10,94882889,115,Chief Warrant Officer Roy Miller is done following orders,Green Zone,6.4,717
99000000,227973,en,The Peanuts Movie,34.308098,11/5/15,246233113,88,The story of an underdog. And his dog.,The Peanuts Movie,6.5,604
10000000,29193,en,The Spanish Prisoner,3.091077,9/8/97,13835130,110,It's the oldest con in the book.,The Spanish Prisoner,7.1,73
98000000,1734,en,The Mummy Returns,41.862983,4/28/01,433013274,130,The most powerful force on earth is about to be unleashed by the two people who should know better.,The Mummy Returns,6,2206
100000000,3131,en,Gangs of New York,46.160048,12/14/02,193772504,167,America was born in the streets.,Gangs of New York,7.1,1910
94000000,76758,zh,金陵十三釵,12.516546,12/15/11,95311434,145,,The Flowers of War,7.1,187
85000000,9408,en,Surf's Up,23.230851,6/8/07,149044513,85,"In the coldest place on Earth, he's the hottest thing around.",Surf's Up,5.9,601
90000000,9890,en,The Stepford Wives,19.224754,6/10/04,102000000,93,The wives of Stepford have a secret.,The Stepford Wives,5.4,334
92000000,855,en,Black Hawk Down,44.455166,12/28/01,172989651,144,Leave No Man Behind.,Black Hawk Down,7.2,1811
0,77953,en,The Campaign,16.460356,8/9/12,104907746,85,May The Best Loser Win.,The Campaign,5.6,578
90000000,18,en,The Fifth Element,109.528572,5/7/97,263920180,126,There is no future without it.,The Fifth Element,7.3,3885
100000000,37786,en,Sex and the City 2,18.325897,5/26/10,288347692,146,Carrie on.,Sex and the City 2,5.4,426
95000000,10501,en,The Road to El Dorado,37.054554,3/31/00,76432727,89,They came for the gold... they stayed for the adventure.,The Road to El Dorado,7,858
95000000,57800,en,Ice Age: Continental Drift,65.229868,6/26/12,877244782,88,"Manny, Diego, and Sid embark upon another adventure after their continent is set adrift.",Ice Age: Continental Drift,6.2,2672
95000000,150689,en,Cinderella,101.187052,3/12/15,543514353,105,Midnight is just the beginning.,Cinderella,6.7,2374
65000000,7980,en,The Lovely Bones,29.257137,12/26/09,93525586,136,The story of a life and everything that came after...,The Lovely Bones,6.6,1065
94000000,12,en,Finding Nemo,85.688789,5/30/03,940335536,100,"There are 3.7 trillion fish in the ocean, they're looking for one.",Finding Nemo,7.6,6122
94000000,122,en,The Lord of the Rings: The Return of the King,123.630332,12/1/03,1118888979,201,The eye of the enemy is moving.,The Lord of the Rings: The Return of the King,8.1,8064
79000000,121,en,The Lord of the Rings: The Two Towers,106.914973,12/18/02,926287400,179,A New Power Is Rising.,The Lord of the Rings: The Two Towers,8,7487
95000000,68737,en,Seventh Son,63.628459,12/12/14,114178613,102,"When darkness falls, the son will rise. When the son falls, the dark knight will rise.",Seventh Son,5.2,957
115000000,1995,en,Lara Croft: Tomb Raider,41.498631,6/11/01,274703340,100,Born into Wealth. Groomed by the Elite. Trained for Combat.,Lara Croft: Tomb Raider,5.7,2192
100000000,157353,en,Transcendence,58.991388,4/16/14,103039258,119,"Yesterday, Dr. Will Caster was only human...",Transcendence,5.9,2295
93000000,331,en,Jurassic Park III,1.859364,7/18/01,368780809,92,"This time, it's not just a walk in the park!",Jurassic Park III,5.7,2077
93000000,61791,en,Rise of the Planet of the Apes,138.433168,8/3/11,482860185,105,Evolution Becomes Revolution.,Rise of the Planet of the Apes,7,4347
90000000,8204,en,The Spiderwick Chronicles,21.436682,2/14/08,162839667,95,Their World Is Closer Than You Think.,The Spiderwick Chronicles,6.3,572
92000000,47964,en,A Good Day to Die Hard,65.402595,2/6/13,304654182,98,Yippee Ki-Yay Mother Russia,A Good Day to Die Hard,5.2,3493
145000000,10733,en,The Alamo,10.660441,4/7/04,25819961,137,You will never forget,The Alamo,5.8,106
92000000,9806,en,The Incredibles,77.817571,11/5/04,631442092,115,"No gut, no glory",The Incredibles,7.4,5152
98000000,1408,en,Cutthroat Island,7.029308,12/22/95,10017322,119,The Course Has Been Set. There Is No Turning Back. Prepare Your Weapons. Summon Your Courage. Discover the Adventure of a Lifetime!,Cutthroat Island,5.7,136
